Variable,Bin,Points
BUREAU_CLOSED_COUNT,"[0.50, 1.50)",6.781307158757911
BUREAU_CLOSED_COUNT,"[1.50, 2.50)",9.059675097308375
BUREAU_CLOSED_COUNT,"[2.50, 3.50)",10.655659538154138
BUREAU_CLOSED_COUNT,"[3.50, 6.50)",10.669045981351744
BUREAU_CLOSED_COUNT,"[6.50, inf)",10.806360764600441
BUREAU_CLOSED_COUNT,Special,7.3875093272873205
BUREAU_CLOSED_COUNT,Missing,7.3875093272873205
PREV_AMT_DOWN_PAYMENT_MEAN,"(-inf, 2551.10)",5.551051745829106
PREV_AMT_DOWN_PAYMENT_MEAN,"[2551.10, 3794.98)",6.737994031270493
PREV_AMT_DOWN_PAYMENT_MEAN,"[3794.98, 5264.39)",7.346135654429687
PREV_AMT_DOWN_PAYMENT_MEAN,"[5264.39, 7222.56)",8.515360107811603
PREV_AMT_DOWN_PAYMENT_MEAN,"[7222.56, 9306.45)",9.237785447758906
PREV_AMT_DOWN_PAYMENT_MEAN,"[9306.45, 13604.44)",10.111671650351784
PREV_AMT_DOWN_PAYMENT_MEAN,"[13604.44, 22501.61)",12.008954251600356
PREV_AMT_DOWN_PAYMENT_MEAN,"[22501.61, inf)",12.631769454285415
PREV_AMT_DOWN_PAYMENT_MEAN,Special,7.3875093272873205
